Index,Plaza Name,Sate,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),Congestion_Level,lat,lon,2023,2024
1095,Rampura Plaza,West Bengal,"West
Medinipur","22.24076,87.39207",22.24076,87.39207,475.0,27.67,3.487966515521451,22.24076,87.39207,30.49583244,30.33818245
1096,"Ranasan Toll
Plaza",Gujarat,Ahmedabad,"23.096350, 72.686190",23.09635,72.68619,376.0,20.67,4.614674665436087,23.09635,72.68619,25.36750031,27.6072731
1097,"Rangalibazna
Fee Plaza",West Bengal,Jaldapara,"26.68477778,89.23083333",26.68477778,89.23083333,666.0,41.17,2.371354043158644,26.68477778,89.23083333,3.272500038,2.619999886
1098,,,,,,,,,,20.365667,84.793588,1.44749999,1.387272716
1099,Rangaon,Madhya Pradesh,Manawar,"22.18080556,75.18750000",22.18080556,75.1875,457.0,26.4,3.64963503649635,22.18080556,75.1875,1.600000024,1.548181891
1100,Rapur Toll Plaza,Andhra Pradesh,Rapur,"14.2104914,79.5602205",14.2104914,79.5602205,493.0,28.94,3.34001336005344,14.2104914,79.5602205,1.0,1.0
1101,"Rasampalayam
Plaza",Tamil Nadu,Namakkal,"11.193895,78.103219",11.193895,78.103219,496.0,29.15,3.316749585406302,11.193895,78.103219,3.379166603,3.818181753
1102,Rashidpura,Rajasthan,Sikar,"27.726086,75.075979",27.726086,75.075979,486.0,28.45,3.395585738539898,27.726086,75.075979,8.051667213,7.078181744
1103,"Rasoiya Dhamna
Toll Plaza",Jharkhand,Hazaribagh,"24.3234,85.3881",24.3234,85.3881,535.0,31.91,3.038590094196293,24.3234,85.3881,6.240833282,5.24454546
1104,"Rasoolpur
Sikrod DME KM",Uttar Pradesh,Ghaziabad,"28.704345,77.522078",28.704345,77.522078,607.0,37.0,2.631578947368421,28.704345,77.522078,20.14750099,20.43818283
1105,"Ratanpur Pata
Plaza",Madhya Pradesh,Khargaone,"22.246727, 76.001647",22.246727,76.001647,559.0,33.6,2.890173410404624,22.246727,76.001647,1.840833306,1.690909028
1106,Rathara,Madhya Pradesh,Rewa,"24.539445,81.3514053",24.539445,81.3514053,439.0,25.12,3.828483920367534,24.539445,81.3514053,11.47833347,11.04181767
1107,Ratirampura,Madhya Pradesh,Morena,"26.630845, 78.143699",26.630845,78.143699,489.0,28.66,3.371544167228591,26.630845,78.143699,1.657500029,2.822727203
1108,RATWAI,Madhya Pradesh,GWALIOR,"26.2424490,78.3131290",26.242449,78.313129,522.0,30.99,3.125976867771179,26.242449,78.313129,4.271666527,4.086363792
1109,"Rau Pithampur
Toll Plaza",Madhya Pradesh,Indore,"22.6288230,75.786310",22.628823,75.78631,600.0,36.5,2.666666666666667,22.628823,75.78631,13.51416683,16.57181931
1110,,,,,,,,,,17.124448,78.313874,3.141666651,3.717272758
1111,"Raviguntapalli
Toll Plaza",Andhra Pradesh,"Markapura
m","15.2253,79.4592",15.2253,79.4592,545.0,32.61,2.975304968759298,15.2253,79.4592,1.0,1.0
1112,"Reddypalem Toll
Plaza",Andhra Pradesh,Vijayawada,"15.993396, 80.598593",15.993396,80.598593,803.0,50.85,1.928640308582449,15.993396,80.598593,1.532500029,5.551818371
1113,"Rehan Kalan Toll
Plaza",Uttar Pradesh,Agra,"27.1888,78.00405",27.1888,78.00405,716.0,44.7,2.188183807439825,27.1888,78.00405,41.03749847,43.81000137
1114,Renikunta Toll,Telangana,Karimnagar,"18.2943, 79.1171",18.2943,79.1171,666.0,41.17,2.371354043158644,18.2943,79.1171,4.335000038,5.183636189
1115,"Renwal Toll
Plaza",Rajasthan,Jaipur,"26.67705,75.66506",26.67705,75.66506,624.0,38.2,2.551020408163265,26.67705,75.66506,1.491666675,1.50181818
1116,"Rewa Ring Road
Toll Plaza",Madhya Pradesh,Rewa,"24.537250,81.3494444",24.53725,81.3494444,516.0,30.57,3.167564143173899,24.53725,81.3494444,6.053333282,5.826363564
1117,"Ring Road Toll
Plaza",Maharashtra,Nagpur,"21.1579085,79.0102789",21.1579085,79.0102789,743.0,46.61,2.100399075824407,21.1579085,79.0102789,16.38083267,13.16636372
1118,"Ringod Toll
plaza",Madhya Pradesh,Bhopal,"22.601715, 74.928755",22.601715,74.928755,555.0,33.32,2.913752913752914,22.601715,74.928755,1.419166684,1.136363626
1119,Rohad Toll Plaza,Haryana,Rohtak,"28.754563,76.795216",28.754563,76.795216,542.0,32.4,2.994011976047904,28.754563,76.795216,10.12416649,9.224545479
1120,Rojwas,Madhya Pradesh,Indore,"23.3306354,76.1757945",23.3306354,76.1757945,619.0,37.84,2.574665293511843,23.3306354,76.1757945,10.18000031,9.100909233
1121,"Rolmamda Toll
Plaza",Telangana,Adilabad,"19.28019,78.409222",19.28019,78.409222,683.0,42.37,2.305741295826608,19.28019,78.409222,3.13499999,2.931818247
1122,"Ronahi Toll
Plaza",Uttar Pradesh,Faizabad,"26.767878,81.949556",26.767878,81.949556,620.0,37.92,2.569373072970195,26.767878,81.949556,7.885833263,7.249091148
1123,"RTP36 Yamuna
Toll Plaza",Uttar Pradesh,Jewar,"28.141426, 77.574548",28.141426,77.574548,532.0,31.7,3.058103975535168,28.141426,77.574548,9.86416626,10.48545456
1124,"Runni Shaidpur
Toll Plaza",Bihar,Sitamarhi,"26.373555,85.493897",26.373555,85.493897,746.0,46.82,2.091175240485152,26.373555,85.493897,4.652500153,4.337272644
1125,"Rupakheda Toll
Plaza",Rajasthan,Chittaurgarh,"25.1100285,73.9887022",25.1100285,73.9887022,645.0,39.68,2.458210422812193,25.1100285,73.9887022,13.25333309,11.65636349
1126,"S.V Puram Toll
Plaza",Andhra Pradesh,Chittoor,"13.525577,79.532925",13.525577,79.532925,551.0,33.04,2.937720329024677,13.525577,79.532925,5.512500286,5.50545454
1127,Sabli Toll Plaza,Uttar Pradesh,Puranpur,"28.154095,80.100556",28.154095,80.100556,554.0,33.25,2.91970802919708,28.154095,80.100556,1.210000038,1.198181868
1128,"SAHSON Toll
Plaza",Uttar Pradesh,Allahabad,"25.490249,81.996729",25.490249,81.996729,477.0,27.81,3.471017007983339,25.490249,81.996729,4.88166666,8.091817856
1129,"Saidpur Patedha
Toll Plaza",Bihar,"Saidpur
Patedha","25.8024478,85.2834059",25.8024478,85.2834059,581.0,35.16,2.765486725663717,25.8024478,85.2834059,11.05416679,10.10545444
1130,"Saini Majra Toll
Plaza",Haryana,Saini Majra,"30.196922,76.70574",30.196922,76.70574,666.0,41.17,2.371354043158644,30.196922,76.70574,3.299999952,4.03909111
1131,"Sakapur Toll
plaza",Telangana,"Mahabubna
gar","16.5356759,77.9444736",16.5356759,77.9444736,806.0,51.06,1.920860545524395,16.5356759,77.9444736,5.545833588,4.346363544
1132,Salaipudur,Tamil Nadu,"Thoothukud
i","8.975702,77.774608",8.975702,77.774608,480.0,28.02,3.445899379738112,8.975702,77.774608,6.385833263,8.92545414
1133,"Salasar Toll
Plaza",Rajasthan,Bikaner,"28.0038710,73.1149900",28.003871,73.11499,618.0,37.77,2.579313902501934,28.003871,73.11499,12.49833298,9.074544907
1134,"Salava Jharoda
Toll Plaza",Maharashtra,Hingoli,"19.599120, 77.392335",19.59912,77.392335,570.0,34.38,2.826455624646693,19.59912,77.392335,15.125,5.610908985
1135,"Salemgarh Toll
Plaza",Uttar Pradesh,Kushinagar,"26.631703,84.238336",26.631703,84.238336,578.0,34.95,2.781641168289291,26.631703,84.238336,5.988333225,5.969090939
1136,"Sali
Bamandanga",West Bengal,Nadia,"23.629129,88.359582",23.629129,88.359582,670.0,41.45,2.355712603062426,23.629129,88.359582,9.566666603,9.433636665
1137,"Saliwada Toll
Plaza",Madhya Pradesh,Jabalpur,"23.108205,80.001234",23.108205,80.001234,487.0,28.52,3.387533875338753,23.108205,80.001234,5.079999924,4.921818256
1138,Samakhiali,Gujarat,Kutch,"23.308555,70.49059",23.308555,70.49059,580.0,35.09,2.770850651149903,23.308555,70.49059,17.19166756,15.32909107
1139,"Samayapuram
Toll Plaza",Tamil Nadu,"Tiruchirappa
lli","10.92937,78.744056",10.92937,78.744056,535.0,31.91,3.038590094196293,10.92937,78.744056,21.27083397,18.49272728
1140,"Sambalpur
Baragarh",Odisha,Bargarh,"21.353192,83.684183",21.353192,83.684183,544.0,32.54,2.981514609421586,21.353192,83.684183,8.040833473,9.745454788
1141,"Sanathal Toll
Plaza",Gujarat,Ahmedabad,"22.974110, 72.473050",22.97411,72.47305,592.0,35.94,2.707092582566324,22.97411,72.47305,11.42916679,11.29272747
1142,"Sanawad TOLL
PLAZA",Madhya Pradesh,Indore,"22.166554,76.113996",22.166554,76.113996,707.0,44.06,2.219263204616067,22.166554,76.113996,1.920833349,1.736363649
1143,"Sangana Toll
Plaza",Rajasthan,Jodhpur,"25.23411, 72.06510",25.23411,72.0651,468.0,27.17,3.549875754348597,25.23411,72.0651,1.0,1.0
1144,"Sangaria Toll
Plaza",Rajasthan,Bikaner,"29.720628, 74.438664",29.720628,74.438664,540.0,32.26,3.006614552014432,29.720628,74.438664,2.299999952,2.377272606
1145,"Sanikoppa Toll
Plaza",Karnataka,Bailhongal,"15.800694, 74.804861",15.800694,74.804861,493.0,28.94,3.34001336005344,15.800694,74.804861,1.280833364,1.062727213
1146,Sanjaynagar,Madhya Pradesh,Chattarpur,"25.095935,79.942031",25.095935,79.942031,608.0,37.07,2.626740215392698,25.095935,79.942031,2.325000048,2.030909061
1147,Sannur,Karnataka,Kalaburagi,"17.2883106,77.0015798",17.2883106,77.0015798,415.0,23.43,4.093327875562832,17.2883106,77.0015798,1.129166603,1.086363673
1148,"Sanwara Toll
Plaza",Himachal Pradesh,Sanwara,"30.890896,77.005475",30.890896,77.005475,439.0,25.12,3.828483920367534,30.890896,77.005475,19.56416702,18.72909164
1149,"Sarai Kale Khan
DME KM 0000",Delhi,Delhi,"28.598968,77.258226",28.598968,77.258226,480.0,28.02,3.445899379738112,28.598968,77.258226,36.0941658,37.65999985
1150,"Sarai Sundarpur
Fee Plaza",Uttar Pradesh,Pillibhit,"28.578965, 79.862811",28.578965,79.862811,507.0,29.93,3.233107015842224,28.578965,79.862811,2.38166666,1.950000048
1151,,,,,,,,,,19.45149547,79.315,4.049166679,4.070909023
1152,Sarasamba,Karnataka,Kalaburagi,"17.5809346,76.4218373",17.5809346,76.4218373,512.0,30.28,3.19693094629156,17.5809346,76.4218373,1.62166667,1.239090919
1153,"Sarasdol Toll
Plaza",Madhya Pradesh,Jabalpur,"23.115915, 79.049163",23.115915,79.049163,578.0,34.95,2.781641168289291,23.115915,79.049163,18.62416649,15.30090904
1154,"Sardarpur Toll
Plaza",Madhya Pradesh,Dhar,"22.742188,74.986108",22.742188,74.986108,745.0,46.75,2.094240837696335,22.742188,74.986108,1.0,1.0
1155,Sardewadi Plaza,Maharashtra,Raigad,"18.096508,75.0661222",18.096508,75.0661222,487.0,28.52,3.387533875338753,18.096508,75.0661222,9.959166527,7.190908909
1156,"Sarlapada Toll
Plaza",Madhya Pradesh,Ratlam,"23.492569,74.800278",23.492569,74.800278,582.0,35.23,2.760143527463428,23.492569,74.800278,1.639166713,1.581818223
1157,"Sarsawa Toll
Plaza",Uttar Pradesh,Sarsawa,"30.04077778,77.38750000",30.04077778,77.3875,550.0,32.97,2.943773918163085,30.04077778,77.3875,27.83833313,21.32636261
1158,"Sasaram Toll
Plaza",Bihar,Rohtas,"24.957125,83.954997",24.957125,83.954997,565.0,34.03,2.854695974878676,24.957125,83.954997,10.23083305,9.152727127
1159,"Sasthan Toll
Plaza",Karnataka,Sasthan,"13.476043,74.7127896",13.476043,74.7127896,617.0,37.7,2.583979328165375,13.476043,74.7127896,3.711666584,3.50454545
1160,"Satbhaiya Fee
Toll Plaza",West Bengal,Naxalbari,"26.687394, 88.2310881",26.687394,88.2310881,644.0,39.61,2.462447672986949,26.687394,88.2310881,4.254166603,5.03545475
1161,Sathiyon,Uttar Pradesh,Azamgarh,"26.0434380, 83.2770380",26.043438,83.277038,476.0,27.74,3.479471120389701,26.043438,83.277038,12.48499966,11.27999973
1162,"Saukala Toll
Plaza",Bihar,Aurangabad,"24.599579,84.70284",24.599579,84.70284,435.0,24.84,3.869969040247678,24.599579,84.70284,4.094166756,4.195454597
1163,"Sawaleshwar
Toll Plaza",Maharashtra,Solapur,"17.7643864,75.7558759",17.7643864,75.7558759,380.0,20.95,4.555808656036446,17.7643864,75.7558759,11.48083305,11.86636353
